distance;duration;path
22205;0.011026151999431022;[34, 36, 38, 39, 40, 41, 81, 42, 43, 82, 44, 45, 46, 47, 83, 99, 85, 86, 53, 51, 49, 50, 48, 52, 54, 55, 57, 59, 58, 60, 61, 63, 65, 67, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 93, 107, 92, 106, 91, 90, 104, 89, 88, 103, 102, 101, 100, 84, 98, 97, 80, 37, 79, 78, 77, 95, 172, 171, 167, 170, 169, 168, 161, 157, 114, 156, 115, 155, 160, 154, 153, 152, 151, 162, 163, 164, 116, 165, 166, 120, 139, 132, 131, 130, 129, 128, 127, 126, 125, 124, 123, 122, 121, 133, 119, 117, 174, 150, 149, 148, 110, 94, 108, 109, 105, 87, 56, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 0, 1, 2, 17, 18, 19, 20, 21, 62, 23, 64, 22, 24, 25, 26, 27, 28, 29, 30, 118, 31, 3, 96, 32, 33, 35, 146, 147, 112, 113, 158, 159, 111, 173, 134, 140, 141, 138, 137, 136, 135, 142, 143, 144, 145, 34]
