distance;duration;path
7581;0.3219853340001464;[1, 87, 76, 73, 34, 98, 103, 82, 95, 107, 5, 100, 143, 97, 146, 33, 126, 93, 124, 89, 8, 7, 84, 30, 63, 48, 3, 113, 10, 94, 96, 35, 52, 111, 105, 92, 56, 26, 75, 18, 2, 47, 139, 120, 42, 37, 9, 28, 6, 99, 114, 102, 70, 108, 19, 29, 81, 110, 20, 51, 109, 134, 138, 54, 46, 90, 25, 141, 58, 83, 142, 85, 132, 65, 55, 50, 86, 135, 137, 4, 45, 128, 68, 119, 91, 71, 115, 150, 104, 22, 62, 149, 125, 21, 88, 121, 79, 59, 16, 78, 15, 133, 77, 122, 14, 80, 72, 49, 147, 144, 145, 123, 74, 136, 112, 64, 44, 106, 13, 11, 61, 36, 69, 127, 118, 40, 53, 24, 12, 43, 67, 131, 32, 23, 38, 116, 101, 39, 57, 41, 129, 31, 27, 117, 140, 60, 66, 17, 148, 130]
