distance;duration;path
90482;0.31061373200009257;[71, 83, 87, 76, 75, 72, 74, 73, 85, 98, 97, 99, 86, 84, 96, 95, 100, 105, 117, 121, 135, 129, 130, 136, 120, 118, 110, 109, 106, 108, 107, 131, 132, 119, 69, 81, 90, 80, 79, 70, 78, 77, 88, 94, 93, 101, 89, 82, 92, 91, 102, 103, 115, 124, 133, 125, 126, 134, 123, 116, 114, 113, 104, 112, 111, 127, 128, 122, 1, 6, 5, 18, 30, 29, 31, 19, 17, 28, 7, 8, 2, 16, 20, 27, 32, 37, 50, 54, 66, 61, 62, 51, 53, 65, 63, 64, 52, 39, 40, 38, 41, 42, 3, 10, 9, 15, 26, 25, 33, 21, 14, 24, 11, 12, 4, 13, 22, 23, 34, 35, 47, 56, 68, 57, 58, 48, 55, 67, 59, 60, 49, 43, 44, 36, 45, 46]
