distance;duration;path
28055.77036804631;0.9920593429997098;[10, 92, 84, 72, 52, 69, 38, 39, 66, 4, 61, 25, 99, 55, 68, 74, 29, 48, 85, 67, 9, 20, 89, 0, 94, 97, 11, 70, 26, 60, 34, 56, 93, 33, 6, 83, 57, 51, 53, 42, 49, 76, 17, 44, 35, 95, 91, 18, 43, 40, 16, 77, 12, 62, 47, 30, 50, 32, 14, 5, 3, 82, 86, 73, 59, 88, 54, 87, 21, 22, 23, 15, 1, 41, 13, 63, 81, 65, 28, 7, 98, 96, 75, 58, 31, 90, 27, 2, 24, 8, 45, 71, 36, 64, 78, 80, 46, 79, 19, 37]
