distance;duration;path
246538.86304376187;32.17938660699929;[89, 93, 95, 88, 104, 142, 143, 141, 86, 110, 82, 54, 57, 62, 74, 73, 90, 101, 100, 81, 60, 45, 44, 43, 21, 16, 70, 66, 99, 132, 134, 140, 83, 56, 53, 58, 36, 35, 59, 48, 111, 113, 114, 112, 136, 139, 135, 137, 127, 128, 102, 65, 64, 63, 61, 75, 96, 97, 126, 125, 130, 87, 32, 31, 28, 25, 5, 3, 1, 50, 52, 49, 51, 55, 92, 91, 118, 120, 119, 123, 124, 129, 107, 106, 105, 109, 79, 80, 78, 77, 98, 133, 131, 115, 103, 19, 15, 17, 13, 14, 20, 18, 39, 40, 8, 11, 12, 42, 41, 71, 72, 94, 138, 144, 108, 84, 85, 46, 47, 37, 38, 7, 9, 10, 33, 34, 24, 68, 67, 69, 76, 121, 122, 117, 116, 4, 6, 29, 2, 22, 23, 30, 27, 26]
